Major,Major_Classes,course-heading,Field1_link,Credits,Course Description,Additional Information
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 3950: ST: Subversive Sabbath
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=63cbf788f7be03f976d50c5a8ddd1743&subj=BUS&crse_numb=3950&start_term=&end_term=&term_year=20234,1,This seminar-style course provides in-depth study of an issue related to Christian faith and business. The same topic cannot be taken for credit more than once. May take more than one offering per quarter with SAS registration.  May be repeated for credit up to 9 credits.,"Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 3950: ST: The ServiceMaster Story
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=5648c9bdf7a79d9bd19c511b16887da3&subj=BUS&crse_numb=3950&start_term=&end_term=&term_year=20234,1,This seminar-style course provides in-depth study of an issue related to Christian faith and business. The same topic cannot be taken for credit more than once. May take more than one offering per quarter with SAS registration.  May be repeated for credit up to 9 credits.,"Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 3950: ST: Thriving Workplaces
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f7958210404c148764b9eb25ae4339d9&subj=BUS&crse_numb=3950&start_term=&end_term=&term_year=20234,1,This seminar-style course provides in-depth study of an issue related to Christian faith and business. The same topic cannot be taken for credit more than once. May take more than one offering per quarter with SAS registration.  May be repeated for credit up to 9 credits.,"Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 3950: ST:Cultivating Meaningful Work
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=14958497cb94241f6608c1caf73bccd4&subj=BUS&crse_numb=3950&start_term=&end_term=&term_year=20234,1,This seminar-style course provides in-depth study of an issue related to Christian faith and business. The same topic cannot be taken for credit more than once. May take more than one offering per quarter with SAS registration.  May be repeated for credit up to 9 credits.,"Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 3950: Special Topics in Spirituality and Business
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=81b5fb58fa25bcc7eade480dfb6347f5&subj=BUS&crse_numb=3950&start_term=&end_term=&term_year=20234,1,This seminar-style course provides in-depth study of an issue related to Christian faith and business. The same topic cannot be taken for credit more than once. May take more than one offering per quarter with SAS registration.  May be repeated for credit up to 9 credits.,"Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4274: Problems in Corporate Finance
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=2f3bb5aa57c67ea10eaebbb8b3524c7f&subj=BUS&crse_numb=4274&start_term=&end_term=&term_year=20234,5,"Gives an in-depth treatment of the more critical aspects of financial decision making introduced in BUS 3250, utilizing lectures and case studies. Topics typically include mergers and acquisitions, forecasting and cash budgeting, valuation techniques, and capital structure issues.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Computer Science, Economics, Family and Consumer Sciences, Food and Nutritional Sciences, Textiles Clothing and Interior majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 3250: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4275: The Practice of Finance
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=bf6ad6f3014be2de5182c7ff42eef3f5&subj=BUS&crse_numb=4275&start_term=&end_term=&term_year=20234,5,Applies tools and concepts in all phases of finance to real situations through projects and case studies using Microsoft Excel.,"Add to calendar
                
                 
                
                    Restrictions: Accounting, Applied Mathematics, Business Administration, Economics, Politics, Philosophy & Econ majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 3250: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4330: Sustainable Innovation
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=fd53a447bb0363b762acd8d9971ea54c&subj=BUS&crse_numb=4330&start_term=&end_term=&term_year=20234,5,"In this course students will integrate and apply theories, knowledge and skills acquired in the sustainable minor courses to address a “wicked” problem. The course will emphasize systems thinking and development of a sustainability mindset. Students will recommend actions that address a wicked problem as well as address equity issues. Actions should recognize the interrelation between many of the sustainable development goals and thus be multi-solving in nature. Students will also explore the role of multi-stakeholder partnerships (business, government, and civil society) in addressing the issues. Typically offered: Spring.","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 2330: C- or betterAND BUS 3330: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4543: Marketing Management
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=99a6a85081eb22771feac5bb83ed3f48&subj=BUS&crse_numb=4543&start_term=&end_term=&term_year=20234,5,"Deals in depth with the planning, executing, and controlling of marketing strategies and tactics. Uses a computer simulation and a case format.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 3542: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4625: The Organization's Presence on the Net
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=09f0cf2a6a98bdba68d479cc3a03c60b&subj=BUS&crse_numb=4625&start_term=&end_term=&term_year=20234,5,"This course provides a framework for an organization to evaluate, create, and implement a successful net presence through the use of e-commerce tools. Information technology advances drive dramatic changes in every area of economic and personal life. Opportunities and challenges abound: fluid organizational structures; globalization; service 24 hours a day, 7 days a week; networked communities; and supplier-producer-customer partnerships. Typically offered: Alternate Years.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Information Systems majors only.  Undergraduate  only.  Freshman, Sophomore students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 3620: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4631: Entrepreneurship
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=d92bb4ff235da68209085756318150d4&subj=BUS&crse_numb=4631&start_term=&end_term=&term_year=20234,5,"BUS 2000 is a recommended prerequisite for this course. This course provides students with the skills to plan and start their own business, social enterprise, or product/service within an existing company.  Topics will include market planning, production, management, financial and risk analysis.  Students will develop a business plan.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Entrepreneurship, Global Development Studies Majors, Minors, Concentrations only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4644: Operations Management
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=5fe539662595909f406f9e0e9ce32d7e&subj=BUS&crse_numb=4644&start_term=&end_term=&term_year=20234,5,"Analyzes theory and application of the systems approach to production management. Provides a focus on the decision-making process, the design and control of manpower, materials, and machines in several production/service environments.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Economics, Entrepreneurship, Information Systems Majors, Minors, Concentrations only.  Freshman, Sophomore students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 3700: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4650: Data Analytics and Visualization
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=13bfe5dcb1adc2f9e978f2fa2fd87657&subj=BUS&crse_numb=4650&start_term=&end_term=&term_year=20234,5,Examines the principles and practices of data mining and information visualization including data analytics from a business perspective. Data mining is the computational process of discovering patterns in large data sets. Information visualization is the process of visually representing those patterns. Students will utilize tools and techniques to analyze large data sets in order to make sound business decisions. Data Analytics minors may take this course by receiving permission from the SBGE Assistant Dean for Undergraduate Programs.,"Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Computer Science - Systems, Economics, Global Development Studies, Information Systems, Political Science, Psychology majors only.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Pass/No Credit
                
                
                    Instructional Methods: Online
                
                
                    Note: Combined Parts A & B
                
                
                
                    
                    Prerequisites: BUS 2700: C- or betterOR MAT 2700: C- or betterOR MAT 2360: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4660: Managing Systems
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=a50b7221f2402f075e483ac1b621468d&subj=BUS&crse_numb=4660&start_term=&end_term=&term_year=20234,5,"This management course is a problem-focused look at organizational systems. Building upon a systems-theory model we will explore the macro-level issues and dynamics of whole organizations. Topics will include organization structure, technology, culture, context, power and politics, effectiveness, innovation, learning, and change. This is an applications-oriented course, in which our analysis of companies will be informed by theory and grounded in practice.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration majors only.  Freshman, Sophomore students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: BUS 3614: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4661: ST: Cybersecurity
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=b8172ae22cce18acf825eba76bc77240&subj=BUS&crse_numb=4661&start_term=&end_term=&term_year=20234,5,"Cybersecurity is the domain of war and peace as much as work and leisure. All information is potentially vulnerable to cyber manipulation, requiring new analytics and security strategies. Challenges span geopolitics and technology as well as business, government, and private lives in the global economy. This course will accessibly cover cybersecurity matters essential to life, work, policy, and international relations in our Information Age. The course will enhance analytical and strategic skills, foster a comprehensive understanding of this diverse field, and encourages application to and exploration of particular areas of interest to each student.  May be repeated for credit up to 10 credits.","Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Global Engagement, Sustainable Management Majors, Minors, Concentrations only.  Freshman, Sophomore students are excluded.
                
                
                
                
                
                    Crosslisted with: POL 4336 CRN: 41125
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Normal with N
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4690: Strategic Management
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=7b95cd36e0c2bbca8739f0e38cd62976&subj=BUS&crse_numb=4690&start_term=&end_term=&term_year=20234,5,Explores strategy formulation and implementation processes and the measurement of performance designed to aid organizations to achieve the purpose and objectives of both small and large businesses.,"Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration majors only.  Post-Baccalaureate, Senior  students only.
                
                
                
                
                
                
                    Attributes: Upper-Division, Writing ""W"" Course
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Online
                
                
                    Note: Combined Parts A & B
                
                
                
                    
                    Prerequisites: BUS 3250: C- or betterAND BUS 3541: C- or betterAND BUS 3614: C- or betterAND BUS 3700: C- or betterAND BUS 4644 can be taken concurrently: C- or better"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4899: Business Ethics
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=37ca19bebd1fa9562a7e58d906683bf9&subj=BUS&crse_numb=4899&start_term=&end_term=&term_year=20234,5,This senior-level capstone course explores various ethical theories and their application to the practice of business. Gives particular emphasis to Christian ethics and focuses on individual ethical decision making.,"Add to calendar
                
                 
                
                    Restrictions: Accounting, Business Administration, Computer Science, Economics, Entrepreneurship, Politics, Philosophy & Econ Majors, Minors, Concentrations only.  Post-Baccalaureate, Senior  students only.
                
                
                
                
                
                
                    Attributes: Writing ""W"" Course, Upper-Division
                
                
                    Grade Modes: (Default) Normal with N, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: UFDN 3100 can be taken concurrently: D or betterAND (ECN 2101: C- or betterOR ECN 2102: C- or better)"
Business,https://spu.edu/undergraduate-time-schedule/subjects/BUS?,"BUS 4942: Internship Reflection and Professional Development
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=13549232447d6c3afed0be5bf10427a9&subj=BUS&crse_numb=4942&start_term=&end_term=&term_year=20234,1,"An integrative course designed to provide the student with the opportunity to synthesize and demonstrate knowledge and skills developed in the functional business disciplines and through the student’s internship experience. Internship experience must be related to student's Business Administration major and have provided opportunities for student to relate and apply principles of business, faith, service, and leadership to a professional business setting. Requirements for instructor approval: (1)An Internship Approval Form must be completed by the student and the internship site supervisor and signed by the SBGE Internship Coordinator prior to the start of the internship. (2) Students must complete an approved internship (or be currently working at an approved internship) prior to enrolling in this class. (3) Students must register for this class within one calendar year of the start of the approved internship. Typically offered: Autumn, Spring, Winter.","Add to calendar
                
                 
                
                    Restrictions: Business Administration, Economics, Politics, Philosophy & Econ majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: SBGE Coordinator
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Blended
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: (BUS 2910: C- or betterOR GS 3001: C- or better)"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1110: Introduction to the Nature of Science
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=e9de1c0ef6c1890b1f2ed84d5d8930f9&subj=CHM&crse_numb=1110&start_term=&end_term=&term_year=20234,5,"Provides a lecture, discussion and student participation course in the physical sciences with a chemistry emphasis. Examines basic revolutions in the development of scientific views and their relationships to religious faith and human values. Also examines selected scientific concepts and theories. Provides preparation for informed decision making on some current and future societal issues.","Add to calendar
                
                 
                
                
                
                    Equivalent: PHY 1110
                
                
                
                
                    Attributes: WK Applied Science
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1211: General Chemistry I
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=4afe5094a6d3a300be0103148787f93e&subj=CHM&crse_numb=1211&start_term=&end_term=&term_year=20234,5,"Introduces properties of matter, stoichiometry, chemical reactions, properties of gases, thermochemistry, states of matter, chemical bonding, and atomic and molecular structure. Includes laboratory.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                    Corequisites: CHM 1211L
                
                
                
                    Attributes: WK Fundamental Science
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: Chemistry Proficiency Exam: 35 or betterOR CHM 1100: C- or betterOR CHM 1310: C- or better"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1211L: General Chemistry I Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=8603398ddafa8dc1b734adf085f16cb6&subj=CHM&crse_numb=1211L&start_term=&end_term=&term_year=20234,,Lab component of CHM 1211.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 1211 CRN: 389
                
                
                
                    Attributes: WK Fundamental Science
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1212: General Chemistry II
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=aa6898bbc2bb404fa81585e176aed43f&subj=CHM&crse_numb=1212&start_term=&end_term=&term_year=20234,5,"The second in a series of three general chemistry courses that cumulatively include properties of matter; atomic, molecular, and electronic structure; chemical bonding; chemical reactions and stoichiometry; thermochemistry; states of matter and properties of solids, liquids, solutions, and gases; chemical equilibrium; acids and bases; kinetics; nuclear chemistry; and electrochemistry. Includes lab.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                    Corequisites: CHM 1212L
                
                
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 1211: C- or betterAND (Math Placement Level: B or betterOR MAT 0144: C- or betterOR MAT 0145: C- or better)"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1212L: General Chemistry II Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=a470bed1f718cc603eedc0f39b66a3fb&subj=CHM&crse_numb=1212L&start_term=&end_term=&term_year=20234,,Lab Component of CHM 1212.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 1212
                
                
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1213: General Chemistry III
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=04d229abcc60c5a041e641f156477470&subj=CHM&crse_numb=1213&start_term=&end_term=&term_year=20234,3,"The culmination of a series of three general chemistry courses that cumulatively include properties of matter; atomic, molecular, and electronic structure; chemical bonding; chemical reactions and stoichiometry; thermochemistry; states of matter and properties of solids, liquids, solutions, and gases; chemical equilibrium; acids and bases; kinetics; nuclear chemistry; and electrochemistry.","Add to calendar
                
                 
                
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 1212: C- or better"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1310: Survey of General Chemistry
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=d0dd0cd0b316debad5e2749fc38a688b&subj=CHM&crse_numb=1310&start_term=&end_term=&term_year=20234,5,"Survey of topics from general chemistry, including atoms and molecules, bonding, types of chemical reactions, energy, solutions, equilibrium, and acids and bases. Includes laboratory.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                    Corequisites: CHM 1310L
                
                
                
                    Attributes: WK Fundamental Science
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1310L: Survey of General Chemistry Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=847e6ca233a070070b0eb382e98e2a51&subj=CHM&crse_numb=1310L&start_term=&end_term=&term_year=20234,,Lab Component of CHM 1310.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 1310
                
                
                
                    Attributes: WK Fundamental Science
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1330: Survey of Organic Chemistry
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=943070d5aac719b52623b740388872a0&subj=CHM&crse_numb=1330&start_term=&end_term=&term_year=20234,5,"Studies simpler laws of organic chemistry, nomenclature, classification, and reactivity of various functional groups, including simple carbohydrates. Includes laboratory.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                    Corequisites: CHM 1330L
                
                
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 1310: C- or betterOR CHM 1211: C- or betterOR CHM 1212: C- or better"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1330L: Survey of Organic Chemistry Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=07a0980cbb0c3b244d0fb1550e4b26bd&subj=CHM&crse_numb=1330L&start_term=&end_term=&term_year=20234,,Lab Component of CHM 1330.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 1330
                
                
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1360: Survey of Biological Chemistry
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=288dbc0a643327296cf16312966f3c9e&subj=CHM&crse_numb=1360&start_term=&end_term=&term_year=20234,5,"Covers the structures and functions of biological molecules, cell structure, bioenergetics, metabolic pathways, and molecular genetics. Includes laboratory.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                    Corequisites: CHM 1360L
                
                
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 1310: C- or betterOR CHM 1212: C- or better"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 1360L: Survey of Biological Chemistry Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=c6bb5de430f65e9461241a3bd81ad55c&subj=CHM&crse_numb=1360L&start_term=&end_term=&term_year=20234,,Lab Component of CHM 1360.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 1360
                
                
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 2213: Inorganic Qualitative Analysis
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=842a1615b692b24c068195517c07deb3&subj=CHM&crse_numb=2213&start_term=&end_term=&term_year=20234,2,"Laboratory-oriented course with experiments in qualitative analysis of aqueous inorganic ions, electrochemistry, and synthesis and characterization of main group and transition metal compounds.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                    Corequisites: CHM 2213L
                
                
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 1213 can be taken concurrently: D or better"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 2213L: Inorganic Qualitative Analysis Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=248aa99d44e2cc211e280adacb82d66b&subj=CHM&crse_numb=2213L&start_term=&end_term=&term_year=20234,,Lab Component of CHM 2213.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 2213
                
                
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 2960: Introduction to Research Methods
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=0653072ba7b08ee12c788c878540a71e&subj=CHM&crse_numb=2960&start_term=&end_term=&term_year=20234,1,Designed for chemistry and biochemistry majors as an introduction to the skills and methods used for research in the chemical sciences.,"Add to calendar
                
                 
                
                
                    Approval: Instructor Permission Required
                
                
                
                
                
                
                    Grade Modes: (Default) Normal with N, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 3225: Quantitative Analysis and Equilibrium
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=9c772fa24d9e62342301686c19d085e5&subj=CHM&crse_numb=3225&start_term=&end_term=&term_year=20234,5,"Laboratory-oriented course dealing with chemical equilibria in solution and their applications to quantitative analysis. Some types of reactions to be studied are precipitation, acid-base, complex formation, and oxidation-reduction. Traditional wet chemical and instrumental methods will be used.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $50 
                
                
                
                
                
                    Corequisites: CHM 3225L
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 1212: C- or better"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 3225L: Quantitative Analysis and Equilibrium Lab
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=df8a5dd9345c82b0b63def18430273a5&subj=CHM&crse_numb=3225L&start_term=&end_term=&term_year=20234,,Lab Component of CHM 3225.,"Add to calendar
                
                 
                
                
                
                
                    Corequisites: CHM 3225
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Non-Gradable Section
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Chemistry,https://spu.edu/undergraduate-time-schedule/subjects/CHM?,"CHM 3227: Separation Science
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=4d4410a8b2f97fccf18a51d4a99a29b7&subj=CHM&crse_numb=3227&start_term=&end_term=&term_year=20234,2,"Laboratory-oriented course dealing with the theory and practice of separation science (e.g., solvent extraction and chromatography). The laboratory will emphasize techniques of quantitative and instrumental analytical chromatography.   Fee(s): Chemistry Laboratory Fee","Add to calendar
                
                 
                    Fees: Chemistry Laboratory Fee: $30 
                
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: CHM 3225: C- or better"
